team_id,team_name,competition_id,competition_name,season_id,season_name,num_matches
1205,Australia Women's,72,Women's World Cup,30,2019,4
1205,Australia Women's,72,Women's World Cup,107,2023,7
1206,Canada Women's,72,Women's World Cup,30,2019,4
1206,Canada Women's,72,Women's World Cup,107,2023,3
1207,China PR Women's,72,Women's World Cup,30,2019,4
1207,China PR Women's,72,Women's World Cup,107,2023,3
1208,Cameroon W,72,Women's World Cup,30,2019,4
1209,Chile Women's,72,Women's World Cup,30,2019,3
1210,Japan Women's,72,Women's World Cup,30,2019,4
1210,Japan Women's,72,Women's World Cup,107,2023,5
1211,Korea Republic Women's,72,Women's World Cup,30,2019,3
1211,Korea Republic Women's,72,Women's World Cup,107,2023,3
1212,Jamaica Women's,72,Women's World Cup,30,2019,3
1212,Jamaica Women's,72,Women's World Cup,107,2023,4
1213,Nigeria Women's,72,Women's World Cup,30,2019,4
1213,Nigeria Women's,72,Women's World Cup,107,2023,4
1214,United States Women's,72,Women's World Cup,30,2019,7
1214,United States Women's,72,Women's World Cup,107,2023,4
1215,New Zealand Women's,72,Women's World Cup,30,2019,3
1215,New Zealand Women's,72,Women's World Cup,107,2023,3
1216,South Africa Women's,72,Women's World Cup,30,2019,3
1216,South Africa Women's,72,Women's World Cup,107,2023,4
1217,Racing Santander,11,La Liga,21,2009/2010,2
1217,Racing Santander,11,La Liga,22,2010/2011,2
1217,Racing Santander,11,La Liga,23,2011/2012,2
1217,Racing Santander,11,La Liga,38,2005/2006,1
1217,Racing Santander,11,La Liga,39,2006/2007,2
1217,Racing Santander,11,La Liga,40,2007/2008,2
1217,Racing Santander,11,La Liga,41,2008/2009,2
1218,Hércules,11,La Liga,22,2010/2011,2
1219,Xerez,11,La Liga,21,2009/2010,2
1220,Recreativo Huelva,11,La Liga,39,2006/2007,1
1220,Recreativo Huelva,11,La Liga,40,2007/2008,2
1220,Recreativo Huelva,11,La Liga,41,2008/2009,2
1230,Real Murcia CF,11,La Liga,40,2007/2008,1
1324,River Plate,81,Liga Profesional,48,1997/1998,1
1324,River Plate,81,Liga Profesional,275,1981,1
1328,Boca Juniors,81,Liga Profesional,48,1997/1998,1
1328,Boca Juniors,81,Liga Profesional,275,1981,1
1475,Manchester United W,37,FA Women's Super League,42,2019/2020,14
1475,Manchester United W,37,FA Women's Super League,90,2020/2021,22
1475,Manchester United W,37,FA Women's Super League,281,2023/2024,22
1683,Carpi,12,Serie A,27,2015/2016,38
1832,Costa Rica Women's,72,Women's World Cup,107,2023,3
1833,Canada,43,FIFA World Cup,106,2022,3
1833,Canada,223,Copa America,282,2024,6
1835,Finland,55,UEFA Euro,43,2020,3
1839,United States,43,FIFA World Cup,106,2022,4
1839,United States,223,Copa America,282,2024,3
1938,Nashville SC,44,Major League Soccer,107,2023,1
1975,Inter Miami,44,Major League Soccer,107,2023,6
2021,Jamshedpur,1238,Indian Super league,108,2021/2022,22
2138,Georgia,55,UEFA Euro,282,2024,4
2256,Palermo,12,Serie A,27,2015/2016,38
2305,Jamaica,223,Copa America,282,2024,3
2355,Haiti Women's,72,Women's World Cup,107,2023,3
2358,North Macedonia,55,UEFA Euro,43,2020,3
2391,Morocco Women's,72,Women's World Cup,107,2023,4
2456,Wales W,53,UEFA Women's Euro,315,2025,3
2457,Northern Ireland W,53,UEFA Women's Euro,106,2022,3
2647,Aston Villa W,37,FA Women's Super League,90,2020/2021,22
2647,Aston Villa W,37,FA Women's Super League,281,2023/2024,22
2652,Leicester City WFC,37,FA Women's Super League,281,2023/2024,22
2721,German DR,43,FIFA World Cup,51,1974,2
2722,Cameroon,43,FIFA World Cup,106,2022,3
2722,Cameroon,1267,African Cup of Nations,107,2023,4
2735,NY Cosmos,116,North American League,68,1977,1
2736,Bastia,7,Ligue 1,27,2015/2016,37
3144,FC Internazionale Milano W,131,Serie A Women,281,2023/2024,26
3150,AC Milan W,131,Serie A Women,281,2023/2024,26
3152,AS Roma W,131,Serie A Women,281,2023/2024,26
3154,Sassuolo W,131,Serie A Women,281,2023/2024,26
3155,Napoli W,131,Serie A Women,281,2023/2024,26
3164,SGS Essen 19/68,135,Frauen Bundesliga,281,2023/2024,22
3165,SC Freiburg,135,Frauen Bundesliga,281,2023/2024,22
3166,TSV Bayer 04 Leverkusen,135,Frauen Bundesliga,281,2023/2024,22
3168,SV Werder Bremen,135,Frauen Bundesliga,281,2023/2024,22
3169,Hoffenheim W,135,Frauen Bundesliga,281,2023/2024,22
3170,Eintracht Frankfurt W,135,Frauen Bundesliga,281,2023/2024,22
3269,Costa Adeje Tenerife,182,Liga F,281,2023/2024,30
3270,Athletic Club Bilbao,182,Liga F,281,2023/2024,30
3272,Real Sociedad de Fútbol,182,Liga F,281,2023/2024,30
3274,Levante UD Femenino,182,Liga F,281,2023/2024,30
3275,SD Eibar,182,Liga F,281,2023/2024,30
3277,Valencia CF,182,Liga F,281,2023/2024,30
3278,Madrid CFF,182,Liga F,281,2023/2024,30
3279,Real Betis Balompié,182,Liga F,281,2023/2024,30
3280,CD Sporting de Huelva,182,Liga F,281,2023/2024,30
3281,Sevilla FC,182,Liga F,281,2023/2024,30
3282,Real Madrid CF W,182,Liga F,281,2023/2024,30
3374,Côte d'Ivoire,1267,African Cup of Nations,107,2023,7
3562,Chile,223,Copa America,282,2024,3
3563,Venezuela,223,Copa America,282,2024,4
3564,Bolivia,223,Copa America,282,2024,3
3565,Ecuador,43,FIFA World Cup,106,2022,3
3565,Ecuador,223,Copa America,282,2024,4
3566,Qatar,43,FIFA World Cup,106,2022,3
3567,Paraguay,223,Copa America,282,2024,3
4881,Congo DR,1267,African Cup of Nations,107,2023,7
4885,Ghana,43,FIFA World Cup,106,2022,3
4885,Ghana,1267,African Cup of Nations,107,2023,3
4892,Guinea,1267,African Cup of Nations,107,2023,5
4894,Guinea-Bissau,1267,African Cup of Nations,107,2023,3
4898,Algeria,1267,African Cup of Nations,107,2023,3
4901,Angola,1267,African Cup of Nations,107,2023,5
4921,Burkina Faso,1267,African Cup of Nations,107,2023,4
4924,Cape Verde Islands,1267,African Cup of Nations,107,2023,5
4930,Mali,1267,African Cup of Nations,107,2023,5
4932,Mauritania,1267,African Cup of Nations,107,2023,4
4934,Gambia,1267,African Cup of Nations,107,2023,3
4953,Tanzania,1267,African Cup of Nations,107,2023,3
4963,Zambia,1267,African Cup of Nations,107,2023,3
4976,South Africa,1267,African Cup of Nations,107,2023,7
4978,Mozambique,1267,African Cup of Nations,107,2023,3
4980,Namibia,1267,African Cup of Nations,107,2023,4
4992,Equatorial Guinea,1267,African Cup of Nations,107,2023,4
5105,Racing Louisville FC,49,NWSL,107,2023,22
5106,KC Current,49,NWSL,107,2023,22
6045,Zambia W,72,Women's World Cup,107,2023,3
6602,Köln,135,Frauen Bundesliga,281,2023/2024,22
6604,Villarreal,182,Liga F,281,2023/2024,30
6755,Pomigliano,131,Serie A Women,281,2023/2024,26
6757,Sampdoria W,131,Serie A Women,281,2023/2024,26
7282,Mohun Bagan Super Giant,1238,Indian Super league,108,2021/2022,22
7283,Kerala Blasters,1238,Indian Super league,108,2021/2022,23
7284,Bengaluru,1238,Indian Super league,108,2021/2022,20
7285,NorthEast United,1238,Indian Super league,108,2021/2022,20
7286,East Bengal,1238,Indian Super league,108,2021/2022,20
7287,Mumbai City,1238,Indian Super league,108,2021/2022,20
7288,Goa,1238,Indian Super league,108,2021/2022,20
7289,SC Delhi,1238,Indian Super league,108,2021/2022,23
7290,Chennaiyin,1238,Indian Super league,108,2021/2022,20
7291,Odisha,1238,Indian Super league,108,2021/2022,20
8070,Charlotte,44,Major League Soccer,107,2023,1
9100,Angel City,49,NWSL,107,2023,23
9101,San Diego Wave,49,NWSL,107,2023,23
9763,Argentina U20,1470,FIFA U20 World Cup,274,1979,1
11558,Como W,131,Serie A Women,281,2023/2024,26
11864,FC Levante Badalona,182,Liga F,281,2023/2024,30
16768,Republic of Ireland Women's,72,Women's World Cup,107,2023,3
16769,Vietnam Women's,72,Women's World Cup,107,2023,3
16802,Colombia Women's,72,Women's World Cup,107,2023,5
16803,Panama Women's,72,Women's World Cup,107,2023,3
17403,Soviet Union U20,1470,FIFA U20 World Cup,274,1979,1
17469,Czechoslovakia,43,FIFA World Cup,272,1970,1
18938,Granada W,182,Liga F,281,2023/2024,30
19106,Nürnberg W,135,Frauen Bundesliga,281,2023/2024,22
19107,RB Leipzig W,135,Frauen Bundesliga,281,2023/2024,22
29167,Poland Women's,53,UEFA Women's Euro,315,2025,3
