player_id,player_name,team_id,team_name,competition_id,competition_name,season_id,season_name,num_matches
2935,Nordi Mukiele Mulere,131,Paris Saint-Germain,7,Ligue 1,235,2022/2023,17
2936,Christophe Kerbrat,142,Guingamp,7,Ligue 1,27,2015/2016,29
2937,Christ-Emmanuel Faitout Maouassa,139,Montpellier,7,Ligue 1,235,2022/2023,2
2940,Jean Eudès Aholou,138,Strasbourg,7,Ligue 1,108,2021/2022,1
2940,Jean Eudès Aholou,138,Strasbourg,7,Ligue 1,235,2022/2023,1
2941,Ismaïla Sarr,787,Senegal,43,FIFA World Cup,3,2018,3
2941,Ismaïla Sarr,787,Senegal,43,FIFA World Cup,106,2022,4
2941,Ismaïla Sarr,787,Senegal,1267,African Cup of Nations,107,2023,4
2942,Adama Mbengue,787,Senegal,43,FIFA World Cup,3,2018,3
2943,Lucas Deaux,144,Nantes,7,Ligue 1,27,2015/2016,18
2944,Benjamin Corgnet,135,Saint-Étienne,7,Ligue 1,27,2015/2016,21
2946,Frédéric Guilbert,138,Strasbourg,7,Ligue 1,108,2021/2022,1
2946,Frédéric Guilbert,138,Strasbourg,7,Ligue 1,235,2022/2023,1
2946,Frédéric Guilbert,146,Bordeaux,7,Ligue 1,27,2015/2016,34
2947,Anthony Lopes,137,Lyon,7,Ligue 1,27,2015/2016,37
2947,Anthony Lopes,137,Lyon,7,Ligue 1,108,2021/2022,1
2947,Anthony Lopes,137,Lyon,7,Ligue 1,235,2022/2023,2
2947,Anthony Lopes,780,Portugal,43,FIFA World Cup,3,2018,4
2947,Anthony Lopes,780,Portugal,55,UEFA Euro,43,2020,4
2948,Nabil Fekir,137,Lyon,7,Ligue 1,27,2015/2016,10
2948,Nabil Fekir,218,Real Betis,11,La Liga,42,2019/2020,1
2948,Nabil Fekir,218,Real Betis,11,La Liga,90,2020/2021,1
2948,Nabil Fekir,771,France,43,FIFA World Cup,3,2018,7
2950,Jonas Martin,134,Rennes,7,Ligue 1,108,2021/2022,2
2950,Jonas Martin,139,Montpellier,7,Ligue 1,27,2015/2016,36
2950,Jonas Martin,143,Lille,7,Ligue 1,235,2022/2023,2
2950,Jonas Martin,218,Real Betis,11,La Liga,2,2016/2017,1
2952,Yoann Salmier,133,Troyes,7,Ligue 1,108,2021/2022,1
2952,Yoann Salmier,133,Troyes,7,Ligue 1,235,2022/2023,1
2953,Abdou Kader Mangane,160,Gazélec Ajaccio,7,Ligue 1,27,2015/2016,32
2954,Youri Tielemans,782,Belgium,43,FIFA World Cup,3,2018,7
2954,Youri Tielemans,782,Belgium,43,FIFA World Cup,106,2022,3
2954,Youri Tielemans,782,Belgium,55,UEFA Euro,43,2020,5
2954,Youri Tielemans,782,Belgium,55,UEFA Euro,282,2024,4
2955,Ronny Rodelin,140,Caen,7,Ligue 1,27,2015/2016,8
2955,Ronny Rodelin,140,Stade Malherbe Caen,7,Ligue 1,27,2015/2016,26
2955,Ronny Rodelin,143,Lille,7,Ligue 1,27,2015/2016,2
2956,Bertrand Isidore Traoré,33,Chelsea,2,Premier League,27,2015/2016,23
2956,Bertrand Isidore Traoré,4921,Burkina Faso,1267,African Cup of Nations,107,2023,4
2959,Julien Féret,140,Caen,7,Ligue 1,27,2015/2016,9
2959,Julien Féret,140,Stade Malherbe Caen,7,Ligue 1,27,2015/2016,29
2961,Yann Bodiger,130,Toulouse,7,Ligue 1,27,2015/2016,32
2961,Yann Bodiger,552,Cádiz,11,La Liga,90,2020/2021,1
2963,Rémy Vercoutre,140,Caen,7,Ligue 1,27,2015/2016,9
2963,Rémy Vercoutre,140,Stade Malherbe Caen,7,Ligue 1,27,2015/2016,29
2966,Stéphane Sessègnon,27,West Bromwich Albion,2,Premier League,27,2015/2016,27
2967,Mamadou Samassa,142,Guingamp,7,Ligue 1,27,2015/2016,21
2969,Karim Azamoum,133,Troyes,7,Ligue 1,27,2015/2016,24
2970,Christian Kouakou Yao,140,Caen,7,Ligue 1,27,2015/2016,2
2970,Christian Kouakou Yao,140,Stade Malherbe Caen,7,Ligue 1,27,2015/2016,6
2971,Romain Genevois,136,OGC Nice,7,Ligue 1,27,2015/2016,28
2972,Marcus Thuram,771,France,43,FIFA World Cup,106,2022,7
2972,Marcus Thuram,771,France,55,UEFA Euro,43,2020,2
2972,Marcus Thuram,771,France,55,UEFA Euro,282,2024,6
2973,Christophe Hérelle,153,Stade Brestois,7,Ligue 1,235,2022/2023,2
2974,Saîf-Eddine Khaoui,152,Clermont Foot,7,Ligue 1,108,2021/2022,1
2974,Saîf-Eddine Khaoui,152,Clermont Foot,7,Ligue 1,235,2022/2023,2
2974,Saîf-Eddine Khaoui,777,Tunisia,43,FIFA World Cup,3,2018,3
2975,Mathieu Deplagne,139,Montpellier,7,Ligue 1,27,2015/2016,35
2976,Samuel Grandsir,133,Troyes,7,Ligue 1,27,2015/2016,1
2979,Jonathan Delaplace,140,Caen,7,Ligue 1,27,2015/2016,6
2979,Jonathan Delaplace,140,Stade Malherbe Caen,7,Ligue 1,27,2015/2016,17
2980,Kévin Bérigaud,139,Montpellier,7,Ligue 1,27,2015/2016,24
2981,Alban Lafont,130,Toulouse,7,Ligue 1,27,2015/2016,24
2981,Alban Lafont,144,Nantes,7,Ligue 1,108,2021/2022,2
2981,Alban Lafont,144,Nantes,7,Ligue 1,235,2022/2023,2
2983,Jérémy Morel,137,Lyon,7,Ligue 1,27,2015/2016,35
2983,Jérémy Morel,165,Lorient,7,Ligue 1,108,2021/2022,1
2985,Ludovic Baal,134,Rennes,7,Ligue 1,27,2015/2016,26
2987,Tristan Dingomé,133,Troyes,7,Ligue 1,108,2021/2022,1
2987,Tristan Dingomé,133,Troyes,7,Ligue 1,235,2022/2023,1
2988,Memphis Depay,39,Manchester United,2,Premier League,27,2015/2016,37
2988,Memphis Depay,941,Netherlands,43,FIFA World Cup,106,2022,5
2988,Memphis Depay,941,Netherlands,55,UEFA Euro,43,2020,4
2988,Memphis Depay,941,Netherlands,55,UEFA Euro,282,2024,6
2989,Alexander Djiku,138,Strasbourg,7,Ligue 1,108,2021/2022,1
2989,Alexander Djiku,2736,Bastia,7,Ligue 1,27,2015/2016,20
2989,Alexander Djiku,4885,Ghana,43,FIFA World Cup,106,2022,3
2989,Alexander Djiku,4885,Ghana,1267,African Cup of Nations,107,2023,3
2990,Benjamin André,134,Rennes,7,Ligue 1,27,2015/2016,37
2990,Benjamin André,143,Lille,7,Ligue 1,108,2021/2022,1
2990,Benjamin André,143,Lille,7,Ligue 1,235,2022/2023,2
2991,Hervé Bazile,140,Caen,7,Ligue 1,27,2015/2016,8
2991,Hervé Bazile,140,Stade Malherbe Caen,7,Ligue 1,27,2015/2016,20
2992,Vincent Bessat,140,Caen,7,Ligue 1,27,2015/2016,8
2992,Vincent Bessat,140,Stade Malherbe Caen,7,Ligue 1,27,2015/2016,27
2993,Stéphane Darbion,133,Troyes,7,Ligue 1,27,2015/2016,27
2994,Abdoulaye Diallo,134,Rennes,7,Ligue 1,27,2015/2016,14
2994,Abdoulaye Diallo,787,Senegal,43,FIFA World Cup,3,2018,3
2995,Ángel Fabián Di María Hernández,131,Paris Saint-Germain,7,Ligue 1,27,2015/2016,28
2995,Ángel Fabián Di María Hernández,131,Paris Saint-Germain,7,Ligue 1,108,2021/2022,23
2995,Ángel Fabián Di María Hernández,220,Real Madrid,11,La Liga,22,2010/2011,2
2995,Ángel Fabián Di María Hernández,220,Real Madrid,11,La Liga,23,2011/2012,2
2995,Ángel Fabián Di María Hernández,220,Real Madrid,11,La Liga,24,2012/2013,1
2995,Ángel Fabián Di María Hernández,220,Real Madrid,11,La Liga,25,2013/2014,2
2995,Ángel Fabián Di María Hernández,220,Real Madrid,16,Champions League,25,2013/2014,1
2995,Ángel Fabián Di María Hernández,779,Argentina,43,FIFA World Cup,3,2018,4
2995,Ángel Fabián Di María Hernández,779,Argentina,43,FIFA World Cup,106,2022,7
2995,Ángel Fabián Di María Hernández,779,Argentina,223,Copa America,282,2024,6
2997,Ibrahima Niane,141,Metz,7,Ligue 1,108,2021/2022,1
2997,Ibrahima Niane,145,Angers,7,Ligue 1,235,2022/2023,1
2999,Presnel Kimpembe,131,Paris Saint-Germain,7,Ligue 1,27,2015/2016,12
2999,Presnel Kimpembe,131,Paris Saint-Germain,7,Ligue 1,108,2021/2022,23
2999,Presnel Kimpembe,131,Paris Saint-Germain,7,Ligue 1,235,2022/2023,10
2999,Presnel Kimpembe,771,France,43,FIFA World Cup,3,2018,7
2999,Presnel Kimpembe,771,France,55,UEFA Euro,43,2020,4
3002,Benjamin Nivet,133,Troyes,7,Ligue 1,27,2015/2016,34
3004,Oswaldo Augusto Vizcarrondo Araújo,144,Nantes,7,Ligue 1,27,2015/2016,34
3005,Ezequiel Ponce Martínez,229,AS Roma,12,Serie A,27,2015/2016,11
3007,Nanitamo Jonathan Ikoné,143,Lille,7,Ligue 1,108,2021/2022,1
3008,Benjamin Lecomte,139,Montpellier,7,Ligue 1,235,2022/2023,1
3008,Benjamin Lecomte,165,Lorient,7,Ligue 1,27,2015/2016,37
3009,Kylian Mbappé Lottin,129,AS Monaco,7,Ligue 1,27,2015/2016,13
3009,Kylian Mbappé Lottin,131,Paris Saint-Germain,7,Ligue 1,108,2021/2022,23
3009,Kylian Mbappé Lottin,131,Paris Saint-Germain,7,Ligue 1,235,2022/2023,29
3009,Kylian Mbappé Lottin,771,France,43,FIFA World Cup,3,2018,7
3009,Kylian Mbappé Lottin,771,France,43,FIFA World Cup,106,2022,7
3009,Kylian Mbappé Lottin,771,France,55,UEFA Euro,43,2020,4
3009,Kylian Mbappé Lottin,771,France,55,UEFA Euro,282,2024,6
3010,Corentin Jean,133,Troyes,7,Ligue 1,27,2015/2016,33
3010,Corentin Jean,168,Lens,7,Ligue 1,108,2021/2022,2
3011,Daniel Congré,139,Montpellier,7,Ligue 1,27,2015/2016,37
3012,Lebo Mothiba,138,Strasbourg,7,Ligue 1,235,2022/2023,1
3013,Nicolas Pépé,136,OGC Nice,7,Ligue 1,235,2022/2023,2
3013,Nicolas Pépé,3374,Côte d'Ivoire,1267,African Cup of Nations,107,2023,7
3014,Júnior Osmar Ignacio Alonso Mujica,3567,Paraguay,223,Copa America,282,2024,3
3016,Allan Saint-Maximin,178,Hannover 96,9,1. Bundesliga,27,2015/2016,2
3017,Ibrahim Sangaré,3374,Côte d'Ivoire,1267,African Cup of Nations,107,2023,7
3018,Giovanni-Guy Yann Sio,134,Rennes,7,Ligue 1,27,2015/2016,35
3019,Salomon Junior Sambia,139,Montpellier,7,Ligue 1,108,2021/2022,1
3020,Rodrigue Casimir Ninga,139,Montpellier,7,Ligue 1,27,2015/2016,28
3021,Kouadio Yves Dabila,143,Lille,7,Ligue 1,108,2021/2022,1
3022,Fallou Diagne,134,Rennes,7,Ligue 1,27,2015/2016,31
3023,Yuri Berchiche Izeta,210,Real Sociedad,11,La Liga,2,2016/2017,2
3023,Yuri Berchiche Izeta,210,Real Sociedad,11,La Liga,26,2014/2015,2
3023,Yuri Berchiche Izeta,210,Real Sociedad,11,La Liga,27,2015/2016,32
3023,Yuri Berchiche Izeta,215,Athletic Club,11,La Liga,4,2018/2019,2
3023,Yuri Berchiche Izeta,215,Athletic Club,11,La Liga,90,2020/2021,2
3024,Jacques François Moubandje,130,Toulouse,7,Ligue 1,27,2015/2016,27
3024,Jacques François Moubandje,773,Switzerland,43,FIFA World Cup,3,2018,4
3025,Christopher Nkunku,131,Paris Saint-Germain,7,Ligue 1,27,2015/2016,10
3026,Adrien Rabiot,131,Paris Saint-Germain,7,Ligue 1,27,2015/2016,31
3026,Adrien Rabiot,771,France,43,FIFA World Cup,106,2022,6
3026,Adrien Rabiot,771,France,55,UEFA Euro,43,2020,4
3026,Adrien Rabiot,771,France,55,UEFA Euro,282,2024,5
3027,Mathias Jattah-Njie Jørgensen,776,Denmark,43,FIFA World Cup,3,2018,4
3027,Mathias Jattah-Njie Jørgensen,776,Denmark,55,UEFA Euro,43,2020,5
3027,Mathias Jattah-Njie Jørgensen,776,Denmark,55,UEFA Euro,282,2024,4
3028,Kelvin Amian Adou,130,Toulouse,7,Ligue 1,27,2015/2016,1
3030,Wergiton do Rosário Calmon,130,Toulouse,7,Ligue 1,27,2015/2016,31
3031,Christopher Jullien,139,Montpellier,7,Ligue 1,235,2022/2023,1
3032,Zinédine Machach,130,Toulouse,7,Ligue 1,27,2015/2016,18
3034,Kamil Glik,241,Torino,12,Serie A,27,2015/2016,36
3034,Kamil Glik,789,Poland,43,FIFA World Cup,3,2018,3
3034,Kamil Glik,789,Poland,43,FIFA World Cup,106,2022,4
3034,Kamil Glik,789,Poland,55,UEFA Euro,43,2020,3
3035,Steeve Yago,130,Toulouse,7,Ligue 1,27,2015/2016,31
3035,Steeve Yago,4921,Burkina Faso,1267,African Cup of Nations,107,2023,4
3036,Alexis Blin,130,Toulouse,7,Ligue 1,27,2015/2016,35
3037,Mousa Sidi Yaya Dembélé,38,Tottenham Hotspur,2,Premier League,27,2015/2016,29
3037,Mousa Sidi Yaya Dembélé,782,Belgium,43,FIFA World Cup,3,2018,7
3038,Andy Delort,136,OGC Nice,7,Ligue 1,108,2021/2022,2
3038,Andy Delort,136,OGC Nice,7,Ligue 1,235,2022/2023,1
3038,Andy Delort,140,Caen,7,Ligue 1,27,2015/2016,8
3038,Andy Delort,140,Stade Malherbe Caen,7,Ligue 1,27,2015/2016,28
3040,Tomer Hemed,403,Almería,11,La Liga,26,2014/2015,2
3040,Tomer Hemed,1043,Mallorca,11,La Liga,23,2011/2012,1
3040,Tomer Hemed,1043,Mallorca,11,La Liga,24,2012/2013,1
3041,Ciaran Clark,59,Aston Villa,2,Premier League,27,2015/2016,31
3042,Mikel Merino Zazón,210,Real Sociedad,11,La Liga,4,2018/2019,2
3042,Mikel Merino Zazón,210,Real Sociedad,11,La Liga,42,2019/2020,2
3042,Mikel Merino Zazón,210,Real Sociedad,11,La Liga,90,2020/2021,2
3042,Mikel Merino Zazón,772,Spain,55,UEFA Euro,282,2024,7
3043,Christian Dannemann Eriksen,38,Tottenham Hotspur,2,Premier League,27,2015/2016,35
3043,Christian Dannemann Eriksen,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3043,Christian Dannemann Eriksen,776,Denmark,43,FIFA World Cup,3,2018,4
3043,Christian Dannemann Eriksen,776,Denmark,43,FIFA World Cup,106,2022,3
3043,Christian Dannemann Eriksen,776,Denmark,55,UEFA Euro,43,2020,1
3043,Christian Dannemann Eriksen,776,Denmark,55,UEFA Euro,282,2024,4
3044,Chancel Mbemba Mangulu,37,Newcastle United,2,Premier League,27,2015/2016,33
3044,Chancel Mbemba Mangulu,147,Marseille,7,Ligue 1,235,2022/2023,1
3044,Chancel Mbemba Mangulu,4881,Congo DR,1267,African Cup of Nations,107,2023,7
3045,Ismaël Traoré,145,Angers,7,Ligue 1,27,2015/2016,34
3047,Benoît Assou-Ekotto,135,Saint-Étienne,7,Ligue 1,27,2015/2016,24
3049,Matt Ritchie,28,AFC Bournemouth,2,Premier League,27,2015/2016,37
3052,Pablo Javier Zabaleta Girod,36,Manchester City,2,Premier League,27,2015/2016,25
3052,Pablo Javier Zabaleta Girod,214,Espanyol,11,La Liga,38,2005/2006,1
3052,Pablo Javier Zabaleta Girod,214,Espanyol,11,La Liga,40,2007/2008,2
3053,Leroy Sané,169,Bayern Munich,9,1. Bundesliga,281,2023/2024,2
3053,Leroy Sané,181,Schalke 04,9,1. Bundesliga,27,2015/2016,2
3053,Leroy Sané,770,Germany,43,FIFA World Cup,106,2022,3
3053,Leroy Sané,770,Germany,55,UEFA Euro,43,2020,4
3053,Leroy Sané,770,Germany,55,UEFA Euro,282,2024,5
3054,Fernando Luiz Rosa,36,Manchester City,2,Premier League,27,2015/2016,35
3054,Fernando Luiz Rosa,781,Brazil,43,FIFA World Cup,3,2018,5
3057,Jonjo Shelvey,26,Swansea City,2,Premier League,27,2015/2016,16
3057,Jonjo Shelvey,37,Newcastle United,2,Premier League,27,2015/2016,17
3058,Javier Hernández Balcázar,39,Manchester United,2,Premier League,27,2015/2016,4
3058,Javier Hernández Balcázar,39,Manchester United,16,Champions League,22,2010/2011,1
3058,Javier Hernández Balcázar,213,Sevilla,11,La Liga,42,2019/2020,1
3058,Javier Hernández Balcázar,220,Real Madrid,11,La Liga,26,2014/2015,2
3058,Javier Hernández Balcázar,794,Mexico,43,FIFA World Cup,3,2018,4
3058,Javier Hernández Balcázar,904,Bayer Leverkusen,9,1. Bundesliga,27,2015/2016,28
3062,Aaron Cresswell,40,West Ham United,2,Premier League,27,2015/2016,37
3063,Danilo Luiz da Silva,220,Real Madrid,11,La Liga,2,2016/2017,1
3063,Danilo Luiz da Silva,220,Real Madrid,11,La Liga,27,2015/2016,30
3063,Danilo Luiz da Silva,220,Real Madrid,16,Champions League,2,2016/2017,1
3063,Danilo Luiz da Silva,220,Real Madrid,16,Champions League,27,2015/2016,1
3063,Danilo Luiz da Silva,781,Brazil,43,FIFA World Cup,3,2018,2
3063,Danilo Luiz da Silva,781,Brazil,43,FIFA World Cup,106,2022,4
3063,Danilo Luiz da Silva,781,Brazil,223,Copa America,282,2024,4
3064,David Josué Jiménez Silva,36,Manchester City,2,Premier League,27,2015/2016,24
3064,David Josué Jiménez Silva,207,Valencia,11,La Liga,21,2009/2010,2
3064,David Josué Jiménez Silva,207,Valencia,11,La Liga,39,2006/2007,2
3064,David Josué Jiménez Silva,207,Valencia,11,La Liga,40,2007/2008,2
3064,David Josué Jiménez Silva,207,Valencia,11,La Liga,41,2008/2009,1
3064,David Josué Jiménez Silva,209,Celta Vigo,11,La Liga,38,2005/2006,1
3064,David Josué Jiménez Silva,772,Spain,43,FIFA World Cup,3,2018,4
3065,Paul Dummett,37,Newcastle United,2,Premier League,27,2015/2016,24
3066,Kyle Walker-Peters,38,Tottenham Hotspur,2,Premier League,27,2015/2016,1
3066,Kyle Walker-Peters,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3067,Ederson Santana de Moraes,781,Brazil,43,FIFA World Cup,3,2018,5
3067,Ederson Santana de Moraes,781,Brazil,43,FIFA World Cup,106,2022,5
3070,Florent Mollet,139,Montpellier,7,Ligue 1,108,2021/2022,1
3070,Florent Mollet,144,Nantes,7,Ligue 1,235,2022/2023,1
3071,Pierrick Capelle,145,Angers,7,Ligue 1,27,2015/2016,34
3071,Pierrick Capelle,145,Angers,7,Ligue 1,235,2022/2023,1
3075,Javier Manquillo Gaitán,147,Marseille,7,Ligue 1,27,2015/2016,10
3075,Javier Manquillo Gaitán,147,Olympique de Marseille,7,Ligue 1,27,2015/2016,26
3076,Ayoze Pérez Gutiérrez,37,Newcastle United,2,Premier League,27,2015/2016,38
3076,Ayoze Pérez Gutiérrez,772,Spain,55,UEFA Euro,282,2024,5
3077,Jan Vertonghen,38,Tottenham Hotspur,2,Premier League,27,2015/2016,29
3077,Jan Vertonghen,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3077,Jan Vertonghen,782,Belgium,43,FIFA World Cup,3,2018,7
3077,Jan Vertonghen,782,Belgium,43,FIFA World Cup,106,2022,3
3077,Jan Vertonghen,782,Belgium,55,UEFA Euro,43,2020,5
3077,Jan Vertonghen,782,Belgium,55,UEFA Euro,282,2024,4
3078,Abdoul Razzagui Camara,145,Angers,7,Ligue 1,27,2015/2016,17
3080,Thomas Didillon,129,AS Monaco,7,Ligue 1,235,2022/2023,1
3081,Jamaal Lascelles,37,Newcastle United,2,Premier League,27,2015/2016,28
3082,Harry Winks,38,Tottenham Hotspur,2,Premier League,27,2015/2016,5
3082,Harry Winks,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3083,Heung-Min Son,38,Tottenham Hotspur,2,Premier League,27,2015/2016,30
3083,Heung-Min Son,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3083,Heung-Min Son,791,South Korea,43,FIFA World Cup,3,2018,3
3083,Heung-Min Son,791,South Korea,43,FIFA World Cup,106,2022,4
3083,Heung-Min Son,904,Bayer Leverkusen,9,1. Bundesliga,27,2015/2016,1
3084,Christian Atsu Twasam,223,Málaga,11,La Liga,27,2015/2016,15
3085,Glenn Murray,28,AFC Bournemouth,2,Premier League,27,2015/2016,23
3085,Glenn Murray,31,Crystal Palace,2,Premier League,27,2015/2016,3
3086,Ben Davies,38,Tottenham Hotspur,2,Premier League,27,2015/2016,33
3086,Ben Davies,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3086,Ben Davies,907,Wales,43,FIFA World Cup,106,2022,3
3086,Ben Davies,907,Wales,55,UEFA Euro,43,2020,4
3087,Gnégnéri Yaya Touré,36,Manchester City,2,Premier League,27,2015/2016,32
3087,Gnégnéri Yaya Touré,217,Barcelona,11,La Liga,21,2009/2010,23
3087,Gnégnéri Yaya Touré,217,Barcelona,11,La Liga,40,2007/2008,17
3087,Gnégnéri Yaya Touré,217,Barcelona,11,La Liga,41,2008/2009,21
3087,Gnégnéri Yaya Touré,217,Barcelona,16,Champions League,41,2008/2009,1
3088,Lewis Dunk,768,England,55,UEFA Euro,282,2024,7
3089,Kevin De Bruyne,36,Manchester City,2,Premier League,27,2015/2016,26
3089,Kevin De Bruyne,782,Belgium,43,FIFA World Cup,3,2018,7
3089,Kevin De Bruyne,782,Belgium,43,FIFA World Cup,106,2022,3
3089,Kevin De Bruyne,782,Belgium,55,UEFA Euro,43,2020,4
3089,Kevin De Bruyne,782,Belgium,55,UEFA Euro,282,2024,4
3090,Nicolás Hernán Otamendi,36,Manchester City,2,Premier League,27,2015/2016,33
3090,Nicolás Hernán Otamendi,207,Valencia,11,La Liga,26,2014/2015,2
3090,Nicolás Hernán Otamendi,779,Argentina,43,FIFA World Cup,3,2018,4
3090,Nicolás Hernán Otamendi,779,Argentina,43,FIFA World Cup,106,2022,7
3090,Nicolás Hernán Otamendi,779,Argentina,223,Copa America,282,2024,6
3091,Moussa Sissoko,37,Newcastle United,2,Premier League,27,2015/2016,37
3091,Moussa Sissoko,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3091,Moussa Sissoko,144,Nantes,7,Ligue 1,235,2022/2023,1
3091,Moussa Sissoko,771,France,55,UEFA Euro,43,2020,3
3092,Dwight Gayle,31,Crystal Palace,2,Premier League,27,2015/2016,19
3093,Florian Grégoire Claude Lejeune,206,Deportivo Alavés,11,La Liga,90,2020/2021,2
3093,Florian Grégoire Claude Lejeune,322,Eibar,11,La Liga,2,2016/2017,2
3094,Bamidele Alli,38,Tottenham Hotspur,2,Premier League,27,2015/2016,34
3094,Bamidele Alli,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3094,Bamidele Alli,768,England,43,FIFA World Cup,3,2018,7
3095,Bruno Saltor Grau,207,Valencia,11,La Liga,21,2009/2010,2
3095,Bruno Saltor Grau,207,Valencia,11,La Liga,22,2010/2011,1
3095,Bruno Saltor Grau,403,Almería,11,La Liga,40,2007/2008,1
3095,Bruno Saltor Grau,403,Almería,11,La Liga,41,2008/2009,2
3096,Rob Elliot,37,Newcastle United,2,Premier League,27,2015/2016,25
3097,Pascal Groß,189,Ingolstadt,9,1. Bundesliga,27,2015/2016,2
3097,Pascal Groß,770,Germany,55,UEFA Euro,282,2024,5
3098,Victor Wanyama,25,Southampton,2,Premier League,27,2015/2016,30
3098,Victor Wanyama,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3099,Hugo Lloris,38,Tottenham Hotspur,2,Premier League,27,2015/2016,38
3099,Hugo Lloris,38,Tottenham Hotspur,16,Champions League,4,2018/2019,1
3099,Hugo Lloris,771,France,43,FIFA World Cup,3,2018,7
3099,Hugo Lloris,771,France,43,FIFA World Cup,106,2022,7
3099,Hugo Lloris,771,France,55,UEFA Euro,43,2020,4
3101,Vincent Kompany,36,Manchester City,2,Premier League,27,2015/2016,15
3101,Vincent Kompany,782,Belgium,43,FIFA World Cup,3,2018,6
3102,Yann Jouffre,165,Lorient,7,Ligue 1,27,2015/2016,29
3103,Milan Biševac,137,Lyon,7,Ligue 1,27,2015/2016,9
3103,Milan Biševac,236,Lazio,12,Serie A,27,2015/2016,13
3105,Gauthier Hein,167,Auxerre,7,Ligue 1,235,2022/2023,2
3108,Baptiste Santamaría,134,Rennes,7,Ligue 1,108,2021/2022,2
3108,Baptiste Santamaría,134,Rennes,7,Ligue 1,235,2022/2023,1
3109,Malcom Filipe Silva de Oliveira,146,Bordeaux,7,Ligue 1,27,2015/2016,13
3109,Malcom Filipe Silva de Oliveira,217,Barcelona,11,La Liga,4,2018/2019,25
3111,Gilles Sunu,145,Angers,7,Ligue 1,27,2015/2016,32
3112,Anton Ciprian Tătărușanu,239,Fiorentina,12,Serie A,27,2015/2016,38
3114,Emiliano Sala,144,Nantes,7,Ligue 1,27,2015/2016,32
3117,Lucas Tousart,137,Lyon,7,Ligue 1,27,2015/2016,2
3117,Lucas Tousart,190,Union Berlin,9,1. Bundesliga,281,2023/2024,2
3118,Jordan Ferri,137,Lyon,7,Ligue 1,27,2015/2016,37
3118,Jordan Ferri,139,Montpellier,7,Ligue 1,108,2021/2022,1
3118,Jordan Ferri,139,Montpellier,7,Ligue 1,235,2022/2023,2
3121,Moustapha Elhadji Diallo,142,Guingamp,7,Ligue 1,27,2015/2016,32
3122,Yannis Salibur,142,Guingamp,7,Ligue 1,27,2015/2016,32
3122,Yannis Salibur,1043,Mallorca,11,La Liga,42,2019/2020,1
3124,Jérémy Sorbon,142,Guingamp,7,Ligue 1,27,2015/2016,34
3125,Danilo Fernando Avelar,241,Torino,12,Serie A,27,2015/2016,10
3130,Gaël Kakuta,168,Lens,7,Ligue 1,108,2021/2022,2
3130,Gaël Kakuta,213,Sevilla,11,La Liga,27,2015/2016,3
3130,Gaël Kakuta,219,RC Deportivo La Coruña,11,La Liga,2,2016/2017,1
3130,Gaël Kakuta,360,Rayo Vallecano,11,La Liga,26,2014/2015,2
3130,Gaël Kakuta,4881,Congo DR,1267,African Cup of Nations,107,2023,4
3135,Chang-Hoon Kwon,791,South Korea,43,FIFA World Cup,106,2022,4
3136,Rémi Walter,136,OGC Nice,7,Ligue 1,27,2015/2016,15
3138,Abdoulaye Touré,144,Nantes,7,Ligue 1,27,2015/2016,11
3138,Abdoulaye Touré,4892,Guinea,1267,African Cup of Nations,107,2023,2
3139,Chidozie Collins Awaziem,205,Leganés,11,La Liga,42,2019/2020,2
3139,Chidozie Collins Awaziem,775,Nigeria,43,FIFA World Cup,3,2018,3
3139,Chidozie Collins Awaziem,775,Nigeria,1267,African Cup of Nations,107,2023,7
3140,François Bellugou,165,Lorient,7,Ligue 1,27,2015/2016,37
3141,André-Frank Zambo Anguissa,147,Marseille,7,Ligue 1,27,2015/2016,2
3141,André-Frank Zambo Anguissa,147,Olympique de Marseille,7,Ligue 1,27,2015/2016,12
3141,André-Frank Zambo Anguissa,222,Villarreal,11,La Liga,42,2019/2020,2
3141,André-Frank Zambo Anguissa,2722,Cameroon,43,FIFA World Cup,106,2022,3
3141,André-Frank Zambo Anguissa,2722,Cameroon,1267,African Cup of Nations,107,2023,4
3143,Andrei Girotto,144,Nantes,7,Ligue 1,108,2021/2022,2
3143,Andrei Girotto,144,Nantes,7,Ligue 1,235,2022/2023,2
3144,Léo Dubois,144,Nantes,7,Ligue 1,27,2015/2016,38
3144,Léo Dubois,771,France,55,UEFA Euro,43,2020,2
3145,Keita Baldé Diao,236,Lazio,12,Serie A,27,2015/2016,33
3145,Keita Baldé Diao,787,Senegal,43,FIFA World Cup,3,2018,3
3149,Wylan Jean-Claude Cyprien,144,Nantes,7,Ligue 1,108,2021/2022,2
3150,Jaroslav Plašil,146,Bordeaux,7,Ligue 1,27,2015/2016,27
3150,Jaroslav Plašil,422,Osasuna,11,La Liga,40,2007/2008,1
